## object_type
# 1: Comida
# 2: Arma
# 3: Armadura
# 4: Arbol
# 5: Dinero
# 6: Puerta
# 7: Contenedor
# 8: Cartel
# 9: Llave
# 10: Foro
# 11: Pocion
# 12: Libro
# 13: Bebida
# 14: Leña
# 15: Fogata
# 16: Escudo
# 17: Casco
# 18: Anillo
# 19: Teletransporte
# 20: Mueble
# 21: Joya
# 22: Yacimiento
# 23: Metal
# 24: Pergamino
# 25: Aura
# 26: Instrumento musical
# 27: Yunque
# 28: Fragua
# 29: Gema
# 30: Flor
# 31: Barco
# 32: Flecha
# 33: Botella vacia
# 34: Botella llena
# 35: Mancha

## potion_type
# 1: Aumenta la agilidad
# 2: Aumenta la fuerza
# 3: Repone vida
# 4: Repone mana
# 5: Cura el envenenamiento

# TODO Claves no especificadas en el codigo: RazaEnanaAnim, IndexCerradaLlave, CantItems, NroItems, MinST, Real, Mujer, Upgrade, Caos, Log
# TODO Cuidado con las 'ñ'

[INIT]
object_count = 1052
forbidden_archetype5 = PIRATA
forbidden_archetype6 = CLERIGO
forbidden_archetype7 = ASESINO
iron_ingot = 67
smithing_skill = 63

[OBJ160]
name = Cerveza
graphic_index = 585
object_type = 13
thirst_points = 60
value = 7

[OBJ161]
name = Jugo de Frutas
graphic_index = 584
object_type = 13
thirst_points = 100
value = 12

[OBJ162]
name = Silla
graphic_index = 586
object_type = 20
value = 15
respawnable = 0
wood = 25
carpentry_skill = 9

[OBJ163]
name = Cuchara
graphic_index = 587
object_type = 20
value = 6
respawnable = 0
wood = 3
carpentry_skill = 5

[OBJ164]
name = Espada Corta
graphic_index = 588
object_type = 2
equipped_weapon_graphic = 14
RazaEnanaAnim = 64
min_hit = 1
max_hit = 5
stabbing = 1
value = 1050
iron_ingot = 15
smithing_skill = 40

[OBJ165]
name = Daga +1
graphic_index = 4999
object_type = 2
equipped_weapon_graphic = 34
RazaEnanaAnim = 49
min_hit = 2
max_hit = 4
stabbing = 1
value = 490
respawnable = 0
iron_ingot = 7
Upgrade = 365
smithing_skill = 15

[OBJ166]
name = Pocion Violeta
graphic_index = 601
object_type = 11
potion_type = 5
value = 10

[OBJ167]
name = Mueble Rustico
graphic_index = 593
object_type = 20
value = 1024
respawnable = 0
wood = 400
carpentry_skill = 56

[OBJ168]
name = Silla
graphic_index = 598
object_type = 20
value = 52
respawnable = 0
wood = 25
carpentry_skill = 9

[OBJ169]
name = Yunque
graphic_index = 600
object_type = 27
pickupable = 0

[OBJ170]
name = Vestimenta de Mujer (H/E/EO-M)
graphic_index = 602
object_type = 3
equipped_armor_graphic = 44
Mujer = 1
value = 50

## Puertas Catacumbas Ulla/Nix ##

# Casa Ruinas
[OBJ171]
name = Puerta
graphic_index = 5599
object_type = 6
pickupable = 0
key = 17
open_index = 171
closed_index = 172
IndexCerradaLlave = 173

# Casa Ruinas
[OBJ172]
name = Puerta
graphic_index = 5600
object_type = 6
pickupable = 0
key = 17
open_index = 171
closed_index = 172
IndexCerradaLlave = 173

# Casa Ruinas
[OBJ173]
name = Puerta
graphic_index = 5600
object_type = 6
pickupable = 0
locked = 1
key = 17
open_index = 171
closed_index = 172
IndexCerradaLlave = 173

[OBJ174]
name = Llave Catacumbas de Ullathorpe
graphic_index = 509
object_type = 9
key = 17
respawnable = 0

# Casa Ruinas
[OBJ175]
name = Puerta
graphic_index = 5599
object_type = 6
pickupable = 0
key = 18
open_index = 175
closed_index = 176
IndexCerradaLlave = 177

# Casa Ruinas
[OBJ176]
name = Puerta
graphic_index = 5600
object_type = 6
pickupable = 0
key = 18
open_index = 175
closed_index = 176
IndexCerradaLlave = 177

# Casa Ruinas
[OBJ177]
name = Puerta
graphic_index = 5600
object_type = 6
pickupable = 0
locked = 1
key = 18
open_index = 175
closed_index = 176
IndexCerradaLlave = 177

[OBJ178]
name = Llave Dungeon Maleheing
graphic_index = 509
object_type = 9
key = 18
respawnable = 0

# Casa Ruinas
[OBJ179]
name = Puerta
graphic_index = 5599
object_type = 6
pickupable = 0
key = 19
open_index = 179
closed_index = 180
IndexCerradaLlave = 181

# Casa Ruinas
[OBJ180]
name = Puerta
graphic_index = 5600
object_type = 6
pickupable = 0
key = 19
open_index = 179
closed_index = 180
IndexCerradaLlave = 181

# Casa Ruinas
[OBJ181]
name = Puerta
graphic_index = 5600
object_type = 6
pickupable = 0
locked = 1
key = 19
open_index = 179
closed_index = 180
IndexCerradaLlave = 181

[OBJ182]
name = Llave Dungeon Maleheing
graphic_index = 509
object_type = 9
key = 19
respawnable = 0

# Fuerte suroeste Ullathorpe
[OBJ183]
name = Llave Fuerte
graphic_index = 509
object_type = 9
key = 20
respawnable = 0

# Fuerte suroeste Ullathorpe
[OBJ184]
name = Puerta
graphic_index = 5592
object_type = 6
pickupable = 0
key = 20
open_index = 184
closed_index = 185
IndexCerradaLlave = 186

# Fuerte suroeste Ullathorpe
[OBJ185]
name = Puerta
graphic_index = 5593
object_type = 6
pickupable = 0
key = 20
open_index = 184
closed_index = 185
IndexCerradaLlave = 186

# Fuerte suroeste Ullathorpe
[OBJ186]
name = Puerta
graphic_index = 5593
object_type = 6
pickupable = 0
locked = 1
key = 20
open_index = 184
closed_index = 185
IndexCerradaLlave = 186

[OBJ187]
name = Piquete de Minero
graphic_index = 608
object_type = 2
equipped_weapon_graphic = 30
RazaEnanaAnim = 74
min_hit = 2
max_hit = 3
value = 210
iron_ingot = 3
smithing_skill = 12

[OBJ188]
name = Yacimiento de Hierro
graphic_index = 8616
object_type = 22
pickupable = 0
mineral_index = 192

[OBJ189]
name = Yacimiento de Hierro
graphic_index = 8617
object_type = 22
pickupable = 0
mineral_index = 192

[OBJ190]
name = Yacimiento de Hierro
graphic_index = 8618
object_type = 22
pickupable = 0
mineral_index = 192

[OBJ191]
name = Yacimiento de Hierro
graphic_index = 8619
object_type = 22
pickupable = 0
mineral_index = 192

[OBJ192]
name = Minerales de Hierro
graphic_index = 604
object_type = 23
ingot_index = 386
value = 10
respawnable = 0
smithing_skill = 25

[OBJ193]
name = Minerales de Plata
graphic_index = 632
object_type = 23
ingot_index = 387
value = 12
respawnable = 0
smithing_skill = 50

[OBJ194]
name = Minerales de Oro
graphic_index = 631
object_type = 23
ingot_index = 388
value = 20
respawnable = 0
smithing_skill = 100

[OBJ195]
name = Armadura de Placas Completa
graphic_index = 605
object_type = 3
equipped_armor_graphic = 45
max_armor_defense = 40
min_armor_defense = 35
value = 27440
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA
forbidden_archetype3 = LADRON
forbidden_archetype4 = BARDO
forbidden_archetype5 = PIRATA
forbidden_archetype6 = ASESINO
forbidden_archetype7 = CAZADOR
forbidden_archetype8 = TRABAJADOR
iron_ingot = 392
Upgrade = 390
smithing_skill = 70

[OBJ196]
name = Tunica de Mago
graphic_index = 606
object_type = 3
equipped_armor_graphic = 46
max_armor_defense = 12
min_armor_defense = 8
value = 3200

[OBJ197]
name = Flecha Magica
graphic_index = 609
object_type = 24
value = 2300
spell_index = 6

[OBJ198]
name = Serrucho
graphic_index = 607
object_type = 2
equipped_weapon_graphic = 31
RazaEnanaAnim = 73
min_hit = 1
max_hit = 2
value = 140
iron_ingot = 2
smithing_skill = 12

[OBJ199]
name = Dardo Magico
graphic_index = 609
object_type = 24
value = 500
spell_index = 2

[OBJ200]
name = Antidoto Magico
graphic_index = 609
object_type = 24
value = 200
spell_index = 1

[OBJ201]
name = Curar Heridas Leves
graphic_index = 609
object_type = 24
value = 500
spell_index = 3

[OBJ202]
name = Toxina
graphic_index = 609
object_type = 24
value = 3000
spell_index = 4

[OBJ203]
name = Curar Heridas Graves
graphic_index = 609
object_type = 24
value = 35000
spell_index = 5

[OBJ204]
name = Flecha Electrica
graphic_index = 609
object_type = 24
value = 4500
spell_index = 7

[OBJ205]
name = Proyectil Magico
graphic_index = 609
object_type = 24
value = 9000
spell_index = 8

[OBJ206]
name = Paralizar
graphic_index = 609
object_type = 24
value = 50000
spell_index = 9

[OBJ207]
name = Devolver Movilidad
graphic_index = 609
object_type = 24
value = 33000
spell_index = 10

[OBJ208]
name = Flauta Magica
graphic_index = 686
object_type = 18
magic_power = 2
magical_weapon = 1
min_hit = 1
max_hit = 1
value = 4500
respawnable = 0
forbidden_archetype1 = PIRATA
forbidden_archetype2 = CAZADOR
forbidden_archetype3 = PALADIN
forbidden_archetype4 = CLERIGO
forbidden_archetype5 = ASESINO
forbidden_archetype6 = LADRON
forbidden_archetype7 = BANDIDO
forbidden_archetype8 = GUERRERO
forbidden_archetype9 = MAGO
forbidden_archetype10 = BARDO
forbidden_archetype11 = TRABAJADOR
wood = 1500
carpentry_skill = 100

[OBJ209]
name = Cartel Mineros
graphic_index = 610
big_graphic = 501
object_type = 8
pickupable = 0
text = Bienvenidos al Gremio de los Mineros, contamos con fabulosas herramientas y los mejores minerales de todo Argentum.

[OBJ210]
name = Casa Numero 11
graphic_index = 611
big_graphic = 501
object_type = 8
pickupable = 0
text = Residencia Privada.

[OBJ211]
name = Casa Numero 12
graphic_index = 612
big_graphic = 501
object_type = 8
pickupable = 0
text = Residencia Privada.

[OBJ212]
name = Casa Numero 13
graphic_index = 613
big_graphic = 501
object_type = 8
pickupable = 0
text = Residencia Privada.

[OBJ213]
name = Casa Numero 14
graphic_index = 614
big_graphic = 501
object_type = 8
pickupable = 0
text = Residencia Privada.

[OBJ214]
name = Casa Numero 15
graphic_index = 615
big_graphic = 501
object_type = 8
pickupable = 0
text = Residencia Privada.

[OBJ215]
name = Casa Numero 16
graphic_index = 616
big_graphic = 501
object_type = 8
pickupable = 0
text = Residencia Privada.

[OBJ216]
name = Casa Numero 17
graphic_index = 617
big_graphic = 501
object_type = 8
pickupable = 0
text = Residencia Privada.

[OBJ217]
name = Casa Numero 18
graphic_index = 618
big_graphic = 501
object_type = 8
pickupable = 0
text = Residencia Privada.

[OBJ218]
name = Casa Numero 19
graphic_index = 619
big_graphic = 501
object_type = 8
pickupable = 0
text = Residencia Privada.

[OBJ219]
name = Casa Numero 10
graphic_index = 620
big_graphic = 501
object_type = 8
pickupable = 0
text = Residencia Privada.

[OBJ220]
name = Casa Numero 20
graphic_index = 621
big_graphic = 501
object_type = 8
pickupable = 0
text = Residencia Privada.

[OBJ221]
name = Cartel Hechizos
graphic_index = 622
big_graphic = 501
object_type = 8
pickupable = 0
text = Entrad noble Mago! Puedo ofrecerte mis mejores Hechizos.

[OBJ222]
name = Cartel Pescadores
graphic_index = 623
big_graphic = 501
object_type = 8
pickupable = 0
text = Gremio de Pescadores

[OBJ223]
name = Cartel
graphic_index = 625
big_graphic = 501
object_type = 8
pickupable = 0
text = Hola aventurero, unos cuantos kilomentros al Norte se encuentra el pueblo de Ullathorpe y al Oeste encontraras la ciudad de Nix. Buena Suerte, viajero!

[OBJ224]
name = Cartel
graphic_index = 624
big_graphic = 501
object_type = 8
pickupable = 0
text = Forasteros: Este Pueblo forma parte del Gran Imperio de Argentum, cualquier accion criminal sera reprimida por la Guardia Real. Todo criminal sera perseguido y ajusticiado. Ordenanza Real.

[OBJ225]
name = Cartel Newbie Dungeon
graphic_index = 626
big_graphic = 501
object_type = 8
pickupable = 0
text = Hola osados aventureros, sed bienvenidos en el Dungeon Newbie! Aqui podran entrenar sus habilidades sin correr ningun riesgo ya que el Dungeon esta fuertemente custodiado por la Guardia Imperial. Adentrandose encontraran criaturas perversas con las cuales podran luchar, tambien encontraran un Sacerdote para ser resucitados, provisiones, etc. Suerte y que lo disfruteis!

[OBJ226]
name = Cartel
graphic_index = 628
big_graphic = 501
object_type = 8
pickupable = 0
text = Sigue el camino del Sur para ir a Nix, hacia al Oeste encontraras el peligroso bosque de Dorck.

[OBJ227]
name = Cartel Bosque Dorck
graphic_index = 627
big_graphic = 501
object_type = 8
pickupable = 0
text = Entrada al bosque de Dorck. Mantengase alejado, zona de peligro.

[OBJ228]
name = Yacimiento de Oro
graphic_index = 8608
object_type = 22
pickupable = 0
mineral_index = 194

[OBJ229]
name = Yacimiento de Oro
graphic_index = 8609
object_type = 22
pickupable = 0
mineral_index = 194

[OBJ230]
name = Yacimiento de Oro
graphic_index = 8610
object_type = 22
pickupable = 0
mineral_index = 194

[OBJ231]
name = Yacimiento de Oro
graphic_index = 8611
object_type = 22
pickupable = 0
mineral_index = 194

[OBJ232]
name = Yacimiento de Plata
graphic_index = 8612
object_type = 22
pickupable = 0
mineral_index = 193

[OBJ233]
name = Yacimiento de Plata
graphic_index = 8613
object_type = 22
pickupable = 0
mineral_index = 193

[OBJ234]
name = Yacimiento de Plata
graphic_index = 8614
object_type = 22
pickupable = 0
mineral_index = 193

[OBJ235]
name = Yacimiento de Plata
graphic_index = 8615
object_type = 22
pickupable = 0
mineral_index = 193

[OBJ236]
name = Atlas Argentum
graphic_index = 538
object_type = 12
respawnable = 0

## Falta OBJ237

[OBJ238]
name = Tunica Azul
graphic_index = 656
object_type = 3
equipped_armor_graphic = 49
max_armor_defense = 10
min_armor_defense = 5
value = 2700

[OBJ239]
name = Tunica Roja
graphic_index = 657
object_type = 3
equipped_armor_graphic = 50
max_armor_defense = 10
min_armor_defense = 5
value = 2700

[OBJ240]
name = Ropa de Enano (E/G)
graphic_index = 658
object_type = 3
equipped_armor_graphic = 52
dwarf = 1
value = 40

# Puerta para negocio porque no tiene clave
[OBJ241]
name = Puerta de madera abierta
graphic_index = 8685
object_type = 6
pickupable = 0
open_index = 241
closed_index = 242
IndexCerradaLlave = 241

# Puerta para negocio porque no tiene clave
[OBJ242]
name = Puerta de madera cerrada
graphic_index = 8684
object_type = 6
pickupable = 0
open_index = 241
closed_index = 242
IndexCerradaLlave = 241

[OBJ243]
name = Armadura de Placas Completa (E/G)
graphic_index = 659
object_type = 3
equipped_armor_graphic = 54
dwarf = 1
max_armor_defense = 40
min_armor_defense = 35
value = 27440
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA
forbidden_archetype3 = LADRON
forbidden_archetype4 = BARDO
forbidden_archetype5 = PIRATA
forbidden_archetype6 = ASESINO
forbidden_archetype7 = CAZADOR
iron_ingot = 392
Upgrade = 392
smithing_skill = 70

#-------------------------------------------------------

# Puerta para negocio porque no tiene clave
[OBJ244]
name = Puerta de madera abierta
graphic_index = 9199
object_type = 6
pickupable = 0
open_index = 244
closed_index = 245
IndexCerradaLlave = 245

# Puerta para negocio porque no tiene clave
[OBJ245]
name = Puerta de madera cerrada
graphic_index = 9193
object_type = 6
pickupable = 0
open_index = 244
closed_index = 245
IndexCerradaLlave = 245

#-------------------------------------------------------

# Puerta para negocio porque no tiene clave
[OBJ246]
name = Puerta de madera abierta
graphic_index = 9200
object_type = 6
pickupable = 0
open_index = 246
closed_index = 247
IndexCerradaLlave = 247

# Puerta para negocio porque no tiene clave
[OBJ247]
name = Puerta de madera cerrada
graphic_index = 9194
object_type = 6
pickupable = 0
open_index = 246
closed_index = 247
IndexCerradaLlave = 247

#------------------------------------------------------

# Puerta para negocio porque no tiene clave
[OBJ248]
name = Puerta de madera abierta
graphic_index = 9201
object_type = 6
pickupable = 0
open_index = 248
closed_index = 249
IndexCerradaLlave = 249

# Puerta para negocio porque no tiene clave
[OBJ249]
name = Puerta de madera cerrada
graphic_index = 9195
object_type = 6
pickupable = 0
open_index = 248
closed_index = 249
IndexCerradaLlave = 249

#------------------------------------------------------

# Puerta para negocio porque no tiene clave
[OBJ250]
name = Puerta de madera abierta
graphic_index = 9202
object_type = 6
pickupable = 0
open_index = 250
closed_index = 251
IndexCerradaLlave = 251

# Puerta para negocio porque no tiene clave
[OBJ251]
name = Puerta de madera cerrada
graphic_index = 9196
object_type = 6
pickupable = 0
open_index = 250
closed_index = 251
IndexCerradaLlave = 251

#------------------------------------------------------

# Puerta para negocio porque no tiene clave
[OBJ252]
name = Puerta de madera abierta
graphic_index = 9203
object_type = 6
pickupable = 0
open_index = 252
closed_index = 253
IndexCerradaLlave = 253

# Puerta para negocio porque no tiene clave
[OBJ253]
name = Puerta de madera cerrada
graphic_index = 9197
object_type = 6
pickupable = 0
open_index = 252
closed_index = 253
IndexCerradaLlave = 253

#------------------------------------------------------

# Puerta para negocio porque no tiene clave
[OBJ254]
name = Puerta de madera abierta
graphic_index = 9204
object_type = 6
pickupable = 0
open_index = 254
closed_index = 255
IndexCerradaLlave = 255

# Puerta para negocio porque no tiene clave
[OBJ255]
name = Puerta de madera cerrada
graphic_index = 9198
object_type = 6
pickupable = 0
open_index = 254
closed_index = 255
IndexCerradaLlave = 255

#------------------------------------------------------

[OBJ256]
name = Foro
forum_name = El Gran Consejo
graphic_index = 529
object_type = 10
pickupable = 0

[OBJ257]
name = Foro
forum_name = Meson Hostigado
graphic_index = 529
object_type = 10
pickupable = 0

[OBJ258]
name = Cartel Banco
graphic_index = 670
big_graphic = 501
object_type = 8
pickupable = 0
text = Banco Goliath. La mayor seguridad.

[OBJ259]
name = Cartel Provisiones
graphic_index = 672
big_graphic = 501
object_type = 8
pickupable = 0
text = Provisiones.

[OBJ260]
name = Cartel Sacerdote
graphic_index = 673
big_graphic = 501
object_type = 8
pickupable = 0
text = Sacerdote.

[OBJ261]
name = Cartel Meson Hostigado
graphic_index = 671
big_graphic = 501
object_type = 8
pickupable = 0
text = El Meson Hostigado.

[OBJ262]
name = Cartel
graphic_index = 719
big_graphic = 501
object_type = 8
pickupable = 0
text = El Gran Consejo.

## Casa de Banderbill ##

# Casa 1 de Banderbill
[OBJ263]
name = Puerta abierta
graphic_index = 9201
object_type = 6
pickupable = 0
open = 1
key = 25
open_index = 263
closed_index = 264
IndexCerradaLlave = 265

[OBJ264]
name = Puerta cerrada
graphic_index = 9195
object_type = 6
pickupable = 0
key = 25
open_index = 263
closed_index = 264
IndexCerradaLlave = 265

[OBJ265]
name = Puerta cerrada
graphic_index = 9195
object_type = 6
pickupable = 0
locked = 1
key = 25
open_index = 263
closed_index = 264
IndexCerradaLlave = 265

[OBJ266]
name = Llave Banderbill Casa Nro 1
graphic_index = 509
object_type = 9
key = 25
value = 6000000
respawnable = 0

# Casa 2 de Banderbill
[OBJ267]
name = Puerta abierta
graphic_index = 9201
object_type = 6
pickupable = 0
open = 1
key = 26
open_index = 267
closed_index = 268
IndexCerradaLlave = 269

[OBJ268]
name = Puerta cerrada
graphic_index = 9195
object_type = 6
pickupable = 0
key = 26
open_index = 267
closed_index = 268
IndexCerradaLlave = 269

[OBJ269]
name = Puerta cerrada
graphic_index = 9195
object_type = 6
pickupable = 0
locked = 1
key = 26
open_index = 267
closed_index = 268
IndexCerradaLlave = 269

[OBJ270]
name = Llave Banderbill Casa Nro 2
graphic_index = 509
object_type = 9
key = 26
value = 4600000
respawnable = 0

# Casa 3 de Banderbill
[OBJ271]
name = Puerta abierta
graphic_index = 9201
object_type = 6
pickupable = 0
open = 1
key = 27
open_index = 271
closed_index = 272
IndexCerradaLlave = 273

[OBJ272]
name = Puerta cerrada
graphic_index = 9195
object_type = 6
pickupable = 0
key = 27
open_index = 271
closed_index = 272
IndexCerradaLlave = 273

[OBJ273]
name = Puerta cerrada
graphic_index = 9195
object_type = 6
pickupable = 0
locked = 1
key = 27
open_index = 271
closed_index = 272
IndexCerradaLlave = 273

[OBJ274]
name = Llave Banderbill Casa Nro 3
graphic_index = 509
object_type = 9
key = 27
value = 6000000
respawnable = 0

# Casa 4 de Banderbill
[OBJ275]
name = Puerta abierta
graphic_index = 9201
object_type = 6
pickupable = 0
open = 1
key = 28
open_index = 275
closed_index = 276
IndexCerradaLlave = 277

[OBJ276]
name = Puerta cerrada
graphic_index = 9195
object_type = 6
pickupable = 0
key = 28
open_index = 275
closed_index = 276
IndexCerradaLlave = 277

[OBJ277]
name = Puerta cerrada
graphic_index = 9195
object_type = 6
pickupable = 0
locked = 1
key = 28
open_index = 275
closed_index = 276
IndexCerradaLlave = 277

[OBJ278]
name = Llave Banderbill Casa Nro 4
graphic_index = 509
object_type = 9
key = 28
value = 3250000
respawnable = 0

# Casa 5 de Banderbill
[OBJ279]
name = Puerta abierta
graphic_index = 9201
object_type = 6
pickupable = 0
open = 1
key = 29
open_index = 279
closed_index = 280
IndexCerradaLlave = 281

[OBJ280]
name = Puerta cerrada
graphic_index = 9195
object_type = 6
pickupable = 0
key = 29
open_index = 279
closed_index = 280
IndexCerradaLlave = 281

[OBJ281]
name = Puerta cerrada
graphic_index = 9195
object_type = 6
pickupable = 0
locked = 1
key = 29
open_index = 279
closed_index = 280
IndexCerradaLlave = 281

[OBJ282]
name = Llave Banderbill Casa Nro 5
graphic_index = 509
object_type = 9
key = 29
value = 4600000
respawnable = 0

# Casa 6 de Banderbill
[OBJ283]
name = Puerta abierta
graphic_index = 9201
object_type = 6
pickupable = 0
open = 1
key = 30
open_index = 283
closed_index = 284
IndexCerradaLlave = 285

[OBJ284]
name = Puerta cerrada
graphic_index = 9195
object_type = 6
pickupable = 0
key = 30
open_index = 283
closed_index = 284
IndexCerradaLlave = 285

[OBJ285]
name = Puerta cerrada
graphic_index = 9195
object_type = 6
pickupable = 0
locked = 1
key = 30
open_index = 283
closed_index = 284
IndexCerradaLlave = 285

[OBJ286]
name = Llave Banderbill Casa Nro 6
graphic_index = 509
object_type = 9
key = 30
value = 6000000
respawnable = 0

# Casa 7 de Banderbill
[OBJ287]
name = Puerta abierta
graphic_index = 9201
object_type = 6
pickupable = 0
open = 1
key = 31
open_index = 287
closed_index = 288
IndexCerradaLlave = 289
